"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-07-31"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 인천광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"148","인천광역시 연수구 송도동","190-4","0190","0004","송도더샵센트럴시티","84.9700","202507","25","84,000","-","44","개인","개인","2018","송도국제대로 261","-","중개거래","인천 연수구","-"
"149","인천광역시 미추홀구 주안동","1600","1600","0000","신비마을","59.9600","202507","25","18,000","-","5","개인","개인","1994","주승로 160","-","직거래","-","-"
"150","인천광역시 미추홀구 도화동","137-2","0137","0002","신태양2차","44.2700","202507","25","13,000","-","5","개인","개인","1982","석정로302번길 6","-","직거래","-","-"
"151","인천광역시 부평구 부평동","379-77","0379","0077","케이(2동)","79.5400","202507","25","30,000","-","11","개인","개인","2014","주부토로66번길 65","-","직거래","-","-"
"152","인천광역시 남동구 간석동","908","0908","0000","한화덕산(간석덕산)","59.6500","202507","25","23,400","-","4","개인","개인","1995","예술로258번길 5","-","중개거래","인천 남동구, 인천 미추홀구","-"
"153","인천광역시 미추홀구 주안동","1678","1678","0000","힐스테이트푸르지오주안","59.9600","202507","25","47,000","-","19","개인","개인","2023","남주길 150","-","중개거래","인천 미추홀구","-"
"154","인천광역시 남동구 논현동","755-1","0755","0001","에코메트로5","84.9860","202507","25","57,800","-","16","개인","개인","2010","소래역남로 39","-","중개거래","인천 남동구","-"
"155","인천광역시 연수구 송도동","310-1","0310","0001","송도오션파크베르디움","75.9833","202507","25","57,500","-","10","개인","개인","2020","랜드마크로 110","-","중개거래","인천 연수구","-"
"156","인천광역시 중구 중산동","1881-1","1881","0001","하늘도시우미린1단지","59.9400","202507","25","26,300","-","2","개인","개인","2012","은하수로 351","-","중개거래","인천 중구","-"
"157","인천광역시 미추홀구 숭의동","171-8","0171","0008","다우림","49.9800","202507","25","15,000","-","7","개인","개인","2015","미추로 9","-","중개거래","인천 미추홀구","-"
"158","인천광역시 남동구 논현동","564-1","0564","0001","주공1단지","59.1300","202507","24","25,000","-","8","개인","개인","1998","호구포로 294","-","중개거래","인천 남동구","-"
"159","인천광역시 연수구 송도동","33-1","0033","0001","송도아트윈푸르지오","84.9800","202507","24","75,800","-","28","개인","개인","2015","인천타워대로 253-25","-","중개거래","인천 연수구","-"
"160","인천광역시 중구 항동7가","27-107","0027","0107","라이프비취2차","71.1700","202507","24","15,000","16","12","개인","개인","1982","축항대로86번길 47","-","직거래","-","25.07.25"
"161","인천광역시 연수구 옥련동","643-2","0643","0002","풍림","84.8100","202507","24","31,900","-","2","개인","개인","1998","비류대로186번길 21","-","중개거래","인천 연수구","-"
"162","인천광역시 연수구 청학동","451","0451","0000","시대","35.7430","202507","24","18,200","-","10","개인","개인","1994","용담로 3","-","중개거래","인천 미추홀구","-"
"163","인천광역시 미추홀구 숭의동","303-189","0303","0189","더프라임","58.9058","202507","24","20,000","-","6","개인","개인","2017","독배로473번길 12","-","중개거래","인천 미추홀구","-"
"164","인천광역시 동구 송현동","166","0166","0000","솔빛마을주공2차","59.9200","202507","24","27,000","-","11","개인","개인","2003","화수로 8-10","-","중개거래","인천 동구","-"
"165","인천광역시 남동구 간석동","939-1","0939","0001","간석래미안자이","84.9800","202507","24","57,000","-","14","개인","개인","2008","남동대로 860","-","중개거래","인천 남동구, 인천 미추홀구","-"
"166","인천광역시 남동구 간석동","944","0944","0000","인천시청역힐스테이트","59.9700","202507","24","46,800","-","2","개인","공공기관","2024","구월로37번길 10","-","중개거래","인천 미추홀구","-"
"167","인천광역시 중구 신흥동3가","7-9","0007","0009","한별프라이빌","84.8018","202507","24","24,000","101","9","개인","개인","2004","인중로63번길 28","-","직거래","-","25.07.25"
"168","인천광역시 남동구 논현동","749-1","0749","0001","논현센트럴뷰","59.8400","202507","24","43,500","-","19","개인","개인","2014","논고개로68번길 34","-","중개거래","인천 남동구","-"
"169","인천광역시 연수구 연수동","582-2","0582","0002","승기마을,연수1차시영","26.8200","202507","24","10,000","-","9","개인","개인","1992","원인재로 212","-","중개거래","인천 연수구","-"
"170","인천광역시 동구 송림동","347","0347","0000","엘에이치브리즈힐","59.9800","202507","24","30,700","-","21","개인","개인","2021","송림로162번길 9","-","중개거래","인천 동구","-"
"171","인천광역시 미추홀구 학익동","682-1","0682","0001","하나2차","59.8340","202507","24","18,000","-","3","개인","개인","2000","매소홀로418번길 5","-","직거래","-","-"
"172","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","50.1550","202507","24","22,900","-","12","개인","개인","1989","부영로 196","-","중개거래","인천 부평구","-"
"173","인천광역시 중구 운남동","1598-1","1598","0001","운서SKVIEWskycityⅡ","84.7979","202507","24","46,000","-","13","개인","개인","2022","흰바위로 249","-","중개거래","인천 중구","-"
"174","인천광역시 중구 중산동","1872-1","1872","0001","영종신명스카이뷰주얼리","57.2930","202507","24","27,500","-","11","개인","개인","2013","하늘달빛로 95","-","중개거래","인천 중구","-"
"175","인천광역시 계양구 효성동","623-16","0623","0016","새사미","48.9300","202507","24","12,500","-","1","개인","개인","1985","봉오대로 441","-","중개거래","인천 계양구","-"
"176","인천광역시 부평구 산곡동","307","0307","0000","현대1차","84.6000","202507","24","30,000","-","1","개인","개인","1985","경원대로 1269","-","중개거래","인천 부평구","-"
"177","인천광역시 서구 마전동","999-5","0999","0005","영남탑스빌","179.7300","202507","24","43,000","-","17","개인","개인","2000","완정로64번길 7","-","중개거래","인천 서구","-"
"178","인천광역시 부평구 산곡동","307","0307","0000","현대1차","84.6000","202507","24","30,000","-","1","개인","개인","1985","경원대로 1269","20250724","중개거래","인천 부평구","-"
"179","인천광역시 부평구 산곡동","534","0534","0000","부평두산위브더파크","59.9814","202507","24","54,500","-","11","개인","개인","2022","마곡로 14","-","중개거래","경기 남양주시, 인천 부평구","-"
"180","인천광역시 부평구 산곡동","311-126","0311","0126","현대2차","72.5400","202507","24","31,000","-","5","개인","개인","1989","안남로 91","-","중개거래","인천 부평구","-"
"181","인천광역시 서구 가정동","609-1","0609","0001","루원호반베르디움더센트럴","73.1716","202507","24","58,000","-","7","개인","개인","2018","봉오재3로 75","-","중개거래","인천 서구","-"
"182","인천광역시 부평구 산곡동","534","0534","0000","부평두산위브더파크","59.9814","202507","24","54,500","-","11","개인","개인","2022","마곡로 14","20250724","중개거래","경기 남양주시, 인천 부평구","-"
"183","인천광역시 서구 가좌동","148-3","0148","0003","신명1","53.3100","202507","24","12,500","-","3","개인","개인","1990","건지로250번길 34","-","중개거래","인천 서구","-"
"184","인천광역시 부평구 부개동","494-1","0494","0001","대동(494-1)","84.9400","202507","24","29,000","-","6","개인","개인","1991","부일로113번길 11","-","직거래","-","-"
"185","인천광역시 서구 심곡동","336-1","0336","0001","광명","84.7800","202507","24","27,700","-","1","개인","개인","1997","심곡로 11","20250725","중개거래","인천 서구, 인천 연수구","-"
"186","인천광역시 부평구 갈산동","179-1","0179","0001","한국","59.8800","202507","24","28,000","102","12","개인","개인","1998","부평대로278번길 42","-","중개거래","인천 부평구","25.07.24"
"187","인천광역시 계양구 효성동","675","0675","0000","금호어울림","121.9700","202507","24","46,500","-","10","개인","개인","2005","아나지로198번길 11","-","중개거래","인천 계양구","-"
"188","인천광역시 계양구 효성동","623-16","0623","0016","새사미","48.9300","202507","24","13,000","-","1","개인","개인","1985","봉오대로 441","-","중개거래","인천 계양구","-"
"189","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","59.9800","202507","23","27,500","-","4","개인","개인","1996","길주남로 144","-","중개거래","인천 부평구","-"
"190","인천광역시 부평구 산곡동","307","0307","0000","현대1차","84.6000","202507","23","30,000","-","1","개인","개인","1985","경원대로 1269","20250724","중개거래","인천 부평구","-"
"191","인천광역시 부평구 청천동","259-5","0259","0005","미도7","52.8900","202507","23","19,500","4","5","개인","개인","1989","원길로24번길 5","-","직거래","-","25.07.23"
"192","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","49.4000","202507","23","20,800","-","8","개인","개인","2000","부평북로 432","-","중개거래","인천 부평구","-"
"193","인천광역시 계양구 계산동","954-30","0954","0030","서해3","78.3400","202507","23","27,000","-","1","개인","개인","1991","주부토로501번길 26","-","중개거래","인천 계양구","-"
"194","인천광역시 계양구 계산동","954-30","0954","0030","서해3","59.9700","202507","23","20,950","-","4","개인","개인","1991","주부토로501번길 26","-","중개거래","인천 계양구","-"
"195","인천광역시 부평구 청천동","456","0456","0000","e편한세상부평그랑힐스","59.8924","202507","23","51,500","-","32","개인","개인","2024","산청로 97","-","중개거래","인천 부평구","-"
"196","인천광역시 부평구 산곡동","307","0307","0000","현대1차","84.6000","202507","23","30,000","-","1","개인","개인","1985","경원대로 1269","20250723","중개거래","인천 부평구","-"
"197","인천광역시 서구 마전동","1055-1","1055","0001","당하3차풍림아이원","84.9851","202507","23","33,000","-","3","개인","개인","2004","원당대로685번길 23","-","중개거래","인천 서구","-"
"198","인천광역시 서구 불로동","803-1","0803","0001","검단대광로제비앙센트럴포레","61.9135","202507","23","38,000","-","9","개인","개인","2022","검단로768번길 46","-","중개거래","인천 서구","-"
"199","인천광역시 서구 원당동","987","0987","0000","검단신도시로제비앙라포레","79.0123","202507","23","51,000","-","7","개인","개인","2022","서로3로 277","-","중개거래","인천 서구","-"
"200","인천광역시 서구 청라동","139-1","0139","0001","청라한화꿈에그린","100.5108","202507","23","74,500","-","18","개인","개인","2012","크리스탈로 148","-","중개거래","인천 서구","-"
"201","인천광역시 부평구 산곡동","307","0307","0000","현대1차","84.6000","202507","23","30,000","-","1","개인","개인","1985","경원대로 1269","20250723","중개거래","인천 부평구","-"
"202","인천광역시 부평구 산곡동","307","0307","0000","현대1차","84.6000","202507","23","30,000","-","1","개인","개인","1985","경원대로 1269","20250723","중개거래","인천 부평구","-"
"203","인천광역시 부평구 부개동","499-2","0499","0002","푸른마을한신,삼부","134.8950","202507","23","61,000","-","1","개인","개인","1999","부개로 58","-","중개거래","인천 부평구","-"
"204","인천광역시 미추홀구 학익동","721","0721","0000","풍림아이원","84.9357","202507","23","42,200","-","18","개인","개인","2007","매소홀로 340","-","중개거래","인천 미추홀구","-"
"205","인천광역시 연수구 송도동","190-2","0190","0002","글로벌캠퍼스푸르지오","101.9800","202507","23","78,500","-","11","개인","개인","2013","송도문화로28번길 28","-","중개거래","인천 연수구","-"
"206","인천광역시 연수구 송도동","19-3","0019","0003","송도더샵그린워크3차(18-1블럭)","84.8900","202507","23","83,500","-","28","개인","개인","2015","컨벤시아대로130번길 100","-","중개거래","인천 연수구","-"
"207","인천광역시 동구 송림동","347","0347","0000","엘에이치브리즈힐","59.9900","202507","23","30,700","-","5","개인","개인","2021","송림로162번길 9","-","중개거래","인천 동구, 인천 미추홀구","-"
"208","인천광역시 남동구 서창동","695","0695","0000","에코에비뉴","74.9200","202507","23","38,300","-","21","개인","개인","2014","서창남순환로 190-100","-","중개거래","인천 남동구","-"
